120 7140
2 2 114
1 2 115
1 2 116
1 2 117
1 2 118
1 2 119
2 2 120
1 3 4
1 3 5
1 3 6
1 3 7
1 3 8
2 3 9
2 3 10
1 3 11
1 3 12
2 3 13
2 3 14
2 3 15
2 3 16
1 3 17
2 3 18
1 3 19
1 3 20
2 3 21
2 3 22
2 3 23
2 3 24
1 3 25
2 3 26
2 3 27
2 3 28
1 3 29
1 3 30
2 3 31
1 3 32
1 3 33
1 3 34
1 3 35
1 3 36
1 3 37
1 3 38
1 3 39
1 3 40
2 3 41
2 3 42
1 3 43
2 3 44
1 3 45
2 3 46
1 3 47
1 3 48
1 3 49
2 3 50
2 3 51
1 3 52
1 3 53
1 3 54
2 3 55
1 3 56
2 3 57
2 3 58
1 3 59
2 3 60
2 3 61
2 3 62
2 3 63
2 3 64
1 3 65
2 3 66
2 3 67
1 3 68
2 3 69
2 3 70
1 3 71
2 3 72
1 3 73
1 3 75
1 3 76
1 3 77
1 3 78
1 3 79
2 3 80
1 3 81
2 3 82
1 3 83
1 3 84
1 3 85
1 3 86
1 3 87
1 3 88
2 3 89
2 3 90
1 3 91
2 3 92
1 3 93
1 3 94
1 3 95
2 3 96
1 3 97
1 3 98
1 3 99
1 3 100
2 3 101
2 3 103
2 3 104
1 3 105
1 3 106
2 3 107
1 3 108
1 3 109
2 3 110
2 3 111
2 3 112
1 3 113
1 3 114
2 3 115
1 3 116
1 3 117
2 3 118
1 3 119
2 3 120
2 4 5
2 4 6
2 4 7
1 4 8
2 4 9
2 4 10
1 4 11
1 4 12
2 4 13
1 4 14
1 4 15
1 4 16
1 4 17
1 4 18
2 4 19
1 4 20
1 4 21
1 4 22
2 4 23
1 4 24
1 4 25
1 4 26
1 4 27
1 4 28
1 4 29
2 4 30
1 4 31
2 4 32
2 4 33
2 4 34
1 4 35
1 4 36
1 4 37
2 4 38
1 4 39
1 4 40
2 4 41
1 4 42
1 4 43
1 4 44
2 4 45
2 4 46
1 4 47
2 4 48
2 4 49
2 4 50
2 4 51
2 4 52
1 4 53
1 4 54
2 4 55
1 4 56
1 4 57
2 4 58
1 4 59
2 4 60
2 4 61
1 4 62
1 4 63
1 4 64
2 4 65
1 4 66
1 4 67
1 4 68
2 4 69
1 4 70
1 4 71
1 4 72
1 4 73
1 4 74
2 4 76
2 4 78
2 4 79
2 4 80
1 4 81
1 4 82
2 4 83
1 4 84
2 4 85
2 4 86
1 4 87
2 4 88
2 4 89
2 4 90
1 4 91
2 4 92
1 4 93
2 4 94
2 4 95
1 4 96
2 4 97
2 4 98
1 4 99
2 4 100
2 4 101
2 4 102
2 4 103
2 4 104
1 4 105
1 4 106
2 4 107
2 4 108
2 4 109
2 4 110
1 4 111
1 4 112
2 4 113
2 4 114
1 4 115
2 4 116
1 4 117
1 4 118
1 4 119
2 4 120
2 5 6
1 5 7
1 5 8
2 5 10
1 5 11
1 5 12
2 5 13
2 5 14
2 5 15
2 5 16
2 5 17
1 5 18
2 5 19
1 5 20
2 5 21
2 5 22
1 5 23
1 5 24
1 5 25
1 5 26
2 5 27
1 5 28
1 5 29
2 5 30
1 5 31
1 5 32
1 5 33
1 5 34
1 5 35
1 5 36
1 5 37
1 5 38
1 5 39
1 5 40
2 5 41
1 5 42
1 5 43
2 5 44
1 5 45
2 5 46
1 5 47
2 5 48
2 5 49
2 5 50
2 5 51
1 5 52
1 5 54
1 5 55
2 5 56
1 5 57
1 5 58
1 5 59
2 5 60
1 5 61
2 5 62
2 5 63
1 5 64
2 5 65
2 5 66
1 5 67
2 5 68
2 5 69
1 5 70
1 5 71
1 5 72
1 5 73
1 5 74
1 5 75
2 5 76
1 5 77
1 5 78
2 5 79
2 5 80
2 5 81
2 5 82
2 5 83
1 5 84
2 5 85
2 5 86
2 5 87
1 5 88
2 5 89
2 5 90
2 5 91
2 5 92
2 5 93
1 5 94
2 5 95
1 5 96
2 5 97
2 5 98
1 5 99
2 5 100
1 5 101
1 5 102
2 5 103
1 5 104
1 5 105
2 5 106
2 5 107
2 5 108
2 5 109
1 5 110
1 5 111
2 5 112
2 5 113
2 5 114
2 5 115
2 5 116
1 5 117
1 5 118
2 5 119
2 5 120
2 6 7
1 6 8
1 6 9
1 6 10
1 6 11
2 6 12
2 6 13
2 6 14
2 6 15
2 6 16
1 6 17
2 6 18
2 6 19
2 6 20
2 6 21
2 6 22
2 6 23
1 6 24
1 6 26
1 6 27
1 6 28
2 6 29
2 6 30
1 6 31
1 6 32
1 6 33
2 6 34
2 6 35
1 6 36
1 6 37
1 6 38
1 6 39
1 6 40
2 6 41
1 6 42
1 6 43
1 6 44
2 6 45
2 6 46
2 6 47
1 6 48
1 6 49
1 6 50
2 6 51
2 6 52
2 6 53
2 6 54
1 6 55
2 6 56
2 6 57
2 6 58
1 6 59
1 6 60
1 6 61
1 6 62
2 6 63
2 6 64
2 6 65
1 6 66
2 6 67
2 6 68
1 6 69
2 6 70
2 6 71
2 6 72
1 6 73
2 6 74
1 6 75
2 6 76
1 6 77
2 6 78
1 6 79
1 6 80
1 6 81
2 6 82
1 6 83
2 6 84
1 6 85
1 6 86
2 6 87
1 6 88
2 6 89
2 6 90
1 6 91
1 6 92
2 6 93
2 6 94
2 6 95
1 6 96
2 6 97
1 6 98
2 6 100
1 6 101
1 6 102
1 6 103
2 6 104
1 6 105
2 6 106
2 6 107
2 6 108
2 6 109
2 6 110
2 6 111
1 6 112
2 6 113
2 6 114
1 6 115
1 6 116
2 6 117
1 6 118
2 6 119
2 6 120
1 7 8
1 7 9
1 7 10
1 7 11
2 7 12
2 7 13
2 7 14
2 7 15
2 7 16
2 7 17
1 7 18
2 7 19
2 7 20
1 7 21
1 7 22
2 7 23
2 7 24
1 7 25
2 7 26
2 7 27
2 7 28
1 7 29
2 7 30
1 7 31
2 7 32
2 7 33
1 7 34
2 7 35
2 7 36
1 7 37
1 7 38
2 7 39
1 7 40
1 7 41
2 7 42
1 7 43
1 7 44
1 7 45
2 7 46
2 7 47
1 7 48
1 7 49
1 7 50
2 7 51
1 7 52
1 7 53
2 7 54
1 7 56
1 7 57
1 7 58
2 7 59
2 7 60
1 7 61
1 7 62
2 7 63
1 7 64
2 7 65
1 7 66
2 7 67
1 7 68
1 7 69
2 7 70
1 7 71
1 7 72
1 7 73
2 7 74
1 7 75
1 7 76
1 7 77
1 7 79
2 7 80
1 7 81
1 7 82
2 7 83
2 7 84
1 7 85
2 7 86
1 7 87
1 7 88
1 7 89
1 7 90
2 7 91
2 7 92
2 7 93
2 7 94
2 7 95
2 7 96
1 7 97
2 7 98
1 7 99
2 7 100
2 7 101
2 7 102
2 7 103
2 7 104
2 7 105
1 7 106
1 7 107
2 7 108
1 7 109
1 7 110
1 7 111
1 7 112
1 7 113
2 7 114
1 7 115
1 7 116
2 7 117
1 7 118
2 7 119
2 7 120
2 8 9
1 8 10
1 8 11
1 8 12
1 8 13
2 8 14
2 8 15
1 8 16
1 8 17
2 8 18
2 8 19
2 8 20
1 8 21
1 8 22
2 8 24
1 8 25
2 8 26
2 8 27
2 8 28
2 8 29
2 8 30
1 8 31
1 8 32
2 8 33
2 8 34
1 8 35
2 8 36
1 8 37
1 8 38
1 8 39
2 8 40
2 8 41
2 8 42
1 8 43
2 8 44
2 8 45
2 8 46
1 8 47
2 8 48
1 8 49
2 8 50
2 8 51
2 8 52
1 8 53
2 8 54
1 8 55
1 8 56
1 8 57
2 8 58
2 8 59
1 8 60
1 8 61
2 8 62
1 8 63
2 8 64
2 8 65
1 8 66
2 8 67
2 8 68
1 8 69
2 8 70
2 8 71
1 8 72
1 8 73
2 8 74
2 8 75
2 8 76
1 8 77
1 8 78
2 8 79
1 8 80
2 8 81
1 8 82
1 8 83
2 8 84
2 8 85
1 8 86
2 8 87
1 8 88
1 8 89
2 8 90
1 8 91
1 8 92
1 8 93
1 8 94
1 8 95
2 8 96
1 8 97
2 8 98
2 8 99
1 8 100
1 8 101
1 8 102
1 8 103
2 8 104
2 8 105
1 8 106
1 8 108
2 8 109
1 8 110
2 8 111
1 8 112
2 8 113
2 8 114
1 8 115
2 8 116
2 8 117
1 8 118
1 8 119
2 8 120
1 9 10
2 9 11
2 9 12
2 9 13
1 9 14
2 9 15
2 9 16
2 9 17
2 9 18
1 9 19
1 9 20
2 9 21
1 9 22
1 9 23
1 9 24
2 9 25
2 9 26
1 9 27
1 9 28
2 9 29
1 9 30
2 9 31
2 9 32
2 9 33
2 9 34
2 9 35
1 9 36
1 9 37
2 9 38
2 9 39
2 9 40
1 9 41
1 9 42
1 9 43
2 9 44
1 9 45
2 9 46
1 9 47
1 9 48
1 9 49
1 9 50
1 9 51
2 9 52
1 9 53
2 9 54
2 9 55
1 9 56
1 9 57
2 9 58
1 9 59
2 9 60
2 9 61
2 9 62
1 9 63
2 9 64
1 9 65
2 9 66
2 9 67
1 9 68
2 9 69
1 9 70
2 9 72
2 9 73
2 9 74
2 9 75
1 9 76
2 9 77
1 9 78
1 9 79
2 9 80
1 9 81
1 9 82
1 9 83
1 9 84
1 9 85
2 9 86
2 9 87
1 9 88
2 9 89
2 9 90
1 9 91
2 9 92
1 9 93
1 9 94
2 9 95
2 9 96
1 9 97
2 9 98
2 9 99
2 9 100
1 9 101
2 9 102
1 9 103
2 9 104
1 9 105
1 9 106
2 9 107
1 9 108
1 9 109
2 9 110
2 9 111
2 9 112
2 9 113
2 9 114
2 9 115
2 9 116
1 9 117
1 9 118
1 9 119
1 9 120
2 10 11
1 10 12
2 10 13
1 10 14
1 10 15
1 10 16
2 10 17
2 10 18
2 10 19
1 10 20
1 10 21
2 10 22
1 10 23
1 10 24
1 10 25
1 10 26
1 10 27
2 10 28
1 10 29
2 10 30
1 10 31
1 10 32
1 10 33
2 10 34
2 10 35
2 10 36
2 10 37
1 10 39
2 10 40
2 10 41
1 10 42
2 10 43
2 10 44
2 10 45
2 10 46
1 10 47
2 10 48
1 10 49
2 10 50
2 10 51
2 10 52
2 10 53
1 10 54
2 10 55
2 10 56
2 10 57
2 10 58
1 10 59
1 10 60
1 10 61
2 10 62
2 10 63
1 10 64
2 10 65
1 10 66
2 10 67
1 10 68
2 10 69
2 10 70
2 10 71
1 10 72
2 10 74
1 10 75
1 10 76
1 10 77
2 10 78
1 10 79
1 10 80
1 10 81
2 10 82
2 10 83
2 10 84
1 10 85
2 10 86
1 10 87
2 10 88
1 10 89
2 10 90
2 10 91
2 10 92
2 10 93
1 10 94
1 10 95
2 10 96
2 10 97
1 10 98
2 10 99
2 10 100
1 10 101
1 10 102
2 10 103
1 10 104
1 10 105
2 10 106
1 10 107
1 10 108
2 10 109
1 10 110
1 10 111
2 10 112
2 10 113
2 10 114
1 10 115
2 10 116
2 10 117
1 10 118
2 10 119
2 10 120
2 11 12
1 11 13
1 11 14
2 11 15
2 11 16
1 11 17
1 11 18
1 11 19
2 11 20
2 11 21
1 11 22
2 11 23
1 11 24
2 11 25
2 11 26
1 11 27
1 11 28
1 11 29
1 11 30
2 11 31
1 11 32
2 11 33
1 11 34
1 11 35
1 11 36
1 11 37
2 11 38
2 11 39
1 11 40
1 11 41
2 11 42
1 11 43
2 11 44
2 11 45
2 11 46
1 11 47
1 11 48
2 11 49
1 11 50
2 11 51
2 11 52
1 11 53
1 11 54
2 11 55
2 11 56
2 11 57
2 11 59
1 11 60
2 11 61
2 11 62
2 11 63
1 11 64
1 11 65
1 11 66
1 11 67
2 11 68
1 11 69
2 11 70
1 11 71
2 11 72
1 11 73
2 11 74
2 11 75
2 11 76
2 11 77
1 11 78
2 11 79
2 11 80
2 11 81
2 11 82
1 11 83
1 11 84
1 11 85
1 11 87
2 11 88
2 11 89
2 11 90
1 11 91
2 11 92
2 11 93
1 11 94
2 11 95
2 11 96
1 11 97
2 11 98
2 11 99
2 11 100
2 11 101
1 11 102
1 11 103
1 11 104
1 11 105
2 11 106
2 11 107
2 11 108
1 11 109
2 11 110
1 11 111
2 11 112
2 11 113
1 11 114
2 11 115
2 11 116
1 11 117
2 11 118
2 11 119
2 11 120
2 12 13
2 12 14
2 12 15
1 12 16
2 12 17
1 12 18
2 12 19
1 12 20
2 12 21
1 12 22
2 12 23
1 12 24
1 12 25
2 12 26
2 12 27
2 12 28
2 12 29
1 12 30
1 12 31
2 12 32
1 12 33
2 12 34
2 12 36
2 12 37
2 12 38
1 12 39
1 12 40
2 12 41
1 12 42
2 12 43
1 12 44
2 12 45
2 12 47
2 12 48
2 12 49
1 12 50
2 12 51
1 12 52
1 12 53
1 12 54
1 12 55
1 12 56
2 12 57
1 12 58
2 12 59
1 12 60
2 12 61
1 12 62
1 12 63
1 12 64
1 12 65
1 12 66
2 12 67
2 12 68
2 12 69
1 12 70
2 12 71
1 12 72
2 12 73
2 12 74
2 12 75
2 12 76
1 12 77
1 12 78
2 12 79
2 12 80
2 12 81
1 12 82
2 12 83
2 12 84
2 12 85
2 12 86
2 12 87
1 12 88
1 12 89
2 12 90
1 12 91
2 12 92
2 12 93
1 12 94
2 12 95
2 12 96
2 12 97
1 12 98
1 12 99
1 12 100
1 12 101
1 12 102
1 12 103
2 12 104
2 12 105
1 12 106
2 12 107
1 12 108
1 12 109
1 12 110
2 12 111
2 12 112
1 12 113
2 12 114
2 12 115
2 12 116
1 12 117
1 12 118
2 12 119
1 12 120
2 13 14
2 13 15
1 13 16
2 13 17
1 13 18
2 13 19
1 13 20
2 13 21
1 13 22
2 13 23
2 13 24
1 13 25
2 13 26
1 13 27
1 13 28
1 13 29
1 13 30
2 13 31
1 13 32
1 13 33
2 13 34
1 13 35
1 13 36
2 13 37
2 13 38
2 13 39
2 13 40
2 13 41
2 13 42
1 13 43
1 13 44
2 13 45
1 13 46
1 13 47
1 13 48
1 13 49
2 13 50
1 13 51
2 13 52
2 13 53
2 13 54
1 13 55
1 13 56
1 13 57
1 13 58
1 13 59
2 13 60
1 13 61
2 13 62
2 13 63
2 13 64
1 13 65
2 13 66
2 13 67
2 13 68
1 13 69
1 13 70
1 13 71
1 13 72
2 13 73
2 13 74
1 13 75
1 13 76
2 13 77
1 13 78
1 13 79
2 13 80
2 13 81
2 13 82
1 13 83
2 13 84
1 13 85
1 13 86
2 13 87
2 13 88
2 13 89
2 13 90
1 13 91
2 13 92
1 13 93
2 13 94
1 13 95
1 13 96
2 13 97
2 13 98
2 13 99
2 13 100
2 13 101
1 13 102
2 13 103
2 13 104
2 13 105
2 13 106
2 13 107
1 13 108
2 13 109
1 13 110
2 13 111
2 13 112
2 13 113
2 13 115
1 13 116
2 13 117
2 13 118
2 13 119
1 13 120
1 14 15
1 14 16
1 14 17
1 14 18
1 14 19
1 14 20
1 14 21
1 14 22
2 14 23
1 14 24
2 14 25
1 14 26
2 14 27
2 14 28
1 14 29
1 14 30
1 14 31
2 14 32
1 14 33
1 14 34
2 14 35
1 14 36
2 14 37
1 14 38
2 14 39
1 14 40
1 14 41
1 14 42
1 14 43
2 14 44
2 14 45
1 14 47
2 14 48
2 14 49
1 14 50
2 14 51
2 14 52
2 14 53
2 14 54
1 14 55
2 14 56
1 14 57
2 14 59
1 14 60
1 14 61
2 14 62
2 14 63
1 14 64
1 14 65
2 14 66
2 14 67
2 14 68
2 14 69
1 14 70
2 14 71
1 14 72
2 14 73
2 14 74
1 14 75
2 14 76
1 14 77
2 14 78
2 14 79
2 14 80
2 14 81
1 14 82
1 14 83
1 14 84
2 14 85
2 14 86
2 14 87
1 14 88
1 14 89
1 14 90
1 14 91
1 14 92
2 14 93
2 14 94
1 14 95
2 14 96
1 14 97
2 14 98
2 14 99
2 14 100
1 14 101
1 14 102
2 14 103
2 14 104
1 14 105
1 14 106
1 14 107
1 14 108
2 14 109
2 14 110
1 14 111
1 14 112
2 14 113
1 14 114
2 14 115
1 14 116
1 14 117
1 14 118
1 14 119
1 14 120
1 15 16
2 15 17
1 15 18
2 15 19
1 15 20
1 15 21
1 15 22
2 15 23
1 15 24
2 15 25
1 15 26
1 15 27
1 15 28
1 15 29
2 15 30
1 15 31
1 15 32
2 15 33
1 15 34
2 15 35
1 15 36
1 15 37
1 15 38
1 15 39
2 15 40
2 15 41
1 15 42
2 15 43
2 15 44
2 15 45
2 15 46
2 15 47
1 15 48
2 15 49
1 15 50
1 15 52
2 15 53
1 15 54
2 15 55
2 15 56
1 15 57
1 15 58
2 15 59
1 15 60
1 15 61
1 15 62
1 15 63
1 15 64
2 15 65
1 15 66
2 15 67
1 15 68
2 15 69
2 15 70
1 15 71
1 15 72
1 15 73
1 15 74
2 15 75
2 15 76
2 15 77
1 15 78
1 15 79
2 15 80
2 15 81
1 15 83
1 15 84
1 15 85
2 15 86
2 15 87
1 15 88
2 15 89
2 15 90
2 15 91
2 15 92
2 15 93
1 15 94
2 15 95
2 15 96
2 15 97
2 15 98
2 15 99
2 15 100
1 15 101
1 15 102
2 15 103
1 15 104
2 15 105
1 15 106
2 15 107
1 15 108
2 15 109
2 15 110
2 15 111
2 15 112
1 15 113
2 15 114
2 15 115
2 15 116
1 15 117
1 15 118
2 15 119
2 15 120
1 16 17
1 16 18
1 16 19
2 16 20
1 16 21
2 16 22
2 16 23
1 16 24
2 16 26
1 16 27
2 16 28
2 16 29
1 16 30
2 16 31
1 16 32
2 16 33
2 16 34
2 16 35
1 16 36
1 16 37
2 16 38
2 16 39
2 16 40
2 16 41
1 16 42
1 16 43
1 16 44
2 16 45
2 16 46
2 16 47
1 16 48
2 16 49
1 16 50
2 16 51
1 16 52
1 16 53
1 16 54
2 16 55
1 16 56
2 16 57
2 16 58
1 16 59
2 16 60
1 16 61
2 16 62
2 16 63
2 16 64
1 16 65
1 16 66
2 16 67
1 16 68
2 16 69
1 16 70
1 16 71
2 16 72
2 16 73
1 16 74
2 16 75
1 16 76
2 16 77
2 16 78
1 16 79
1 16 80
2 16 81
2 16 82
2 16 83
2 16 84
1 16 85
1 16 86
1 16 87
2 16 88
1 16 89
1 16 90
1 16 91
1 16 92
2 16 93
2 16 94
2 16 95
2 16 97
1 16 98
2 16 99
2 16 100
2 16 101
2 16 102
2 16 103
1 16 104
1 16 105
1 16 106
1 16 107
1 16 108
2 16 109
2 16 110
2 16 111
1 16 112
1 16 113
1 16 114
2 16 115
2 16 116
1 16 117
2 16 118
2 16 119
1 16 120
2 17 18
2 17 19
1 17 20
2 17 21
1 17 22
1 17 23
2 17 24
2 17 25
1 17 26
1 17 27
2 17 28
2 17 29
2 17 30
1 17 31
1 17 32
1 17 33
1 17 34
1 17 35
1 17 36
1 17 37
2 17 38
2 17 39
1 17 40
2 17 41
1 17 42
2 17 43
1 17 44
1 17 45
1 17 46
1 17 47
1 17 48
1 17 49
2 17 51
2 17 52
2 17 53
1 17 54
2 17 55
1 17 56
2 17 57
2 17 58
1 17 59
1 17 60
1 17 61
1 17 63
2 17 64
1 17 65
1 17 66
2 17 67
1 17 68
1 17 69
2 17 70
2 17 71
1 17 72
2 17 73
1 17 74
1 17 75
1 17 76
2 17 77
1 17 78
2 17 79
2 17 80
2 17 81
2 17 82
1 17 83
1 17 84
1 17 85
1 17 86
2 17 87
2 17 88
1 17 89
1 17 90
2 17 91
1 17 92
1 17 93
2 17 94
2 17 95
2 17 96
2 17 97
2 17 98
2 17 99
1 17 100
1 17 101
2 17 102
1 17 103
1 17 104
2 17 105
1 17 106
1 17 107
1 17 108
1 17 109
2 17 110
2 17 111
2 17 112
1 17 113
1 17 114
2 17 115
2 17 116
1 17 117
1 17 118
1 17 119
1 17 120
1 18 19
2 18 20
2 18 21
2 18 22
2 18 23
1 18 24
1 18 25
1 18 26
2 18 27
2 18 28
1 18 29
1 18 30
1 18 31
1 18 32
1 18 33
1 18 34
1 18 35
1 18 36
1 18 37
2 18 38
1 18 39
1 18 40
1 18 41
1 18 42
1 18 43
1 18 44
2 18 45
1 18 46
1 18 47
2 18 48
2 18 49
2 18 50
2 18 51
1 18 52
1 18 53
1 18 54
1 18 55
1 18 56
1 18 57
1 18 58
2 18 59
2 18 60
1 18 61
1 18 62
2 18 63
1 18 64
1 18 65
1 18 66
1 18 67
1 18 68
2 18 69
1 18 70
1 18 71
2 18 72
2 18 73
1 18 74
2 18 75
1 18 76
2 18 77
1 18 78
1 18 79
1 18 80
2 18 81
2 18 82
1 18 83
2 18 84
2 18 85
1 18 86
2 18 87
2 18 88
1 18 89
1 18 90
1 18 91
1 18 92
1 18 93
1 18 94
1 18 95
1 18 97
1 18 98
2 18 99
2 18 100
2 18 101
2 18 102
2 18 103
1 18 104
1 18 105
1 18 107
1 18 108
2 18 109
2 18 110
1 18 111
2 18 112
2 18 113
2 18 114
1 18 115
2 18 116
1 18 117
2 18 118
2 18 119
2 18 120
1 19 20
1 19 21
2 19 22
2 19 23
1 19 24
1 19 25
2 19 26
2 19 27
1 19 28
2 19 29
1 19 30
2 19 32
1 19 33
2 19 34
2 19 35
1 19 36
1 19 37
2 19 38
1 19 39
2 19 40
1 19 41
1 19 42
1 19 43
2 19 44
2 19 45
1 19 46
1 19 47
2 19 48
2 19 49
2 19 50
1 19 51
2 19 52
2 19 53
1 19 54
1 19 55
1 19 56
1 19 57
2 19 58
2 19 59
1 19 60
1 19 61
2 19 62
1 19 63
1 19 64
1 19 65
2 19 67
2 19 68
1 19 69
1 19 70
2 19 71
2 19 72
1 19 73
1 19 74
2 19 75
2 19 76
2 19 77
2 19 78
2 19 79
2 19 80
1 19 81
1 19 82
2 19 83
1 19 84
1 19 85
2 19 86
1 19 87
1 19 88
2 19 89
1 19 90
2 19 91
1 19 92
1 19 93
1 19 94
1 19 95
2 19 96
1 19 97
2 19 98
1 19 99
2 19 100
2 19 101
2 19 102
1 19 103
2 19 104
2 19 105
1 19 106
1 19 107
2 19 108
2 19 109
2 19 110
1 19 111
1 19 112
2 19 113
2 19 114
1 19 115
2 19 116
2 19 117
1 19 118
2 19 119
1 19 120
1 20 21
1 20 22
1 20 23
2 20 24
1 20 25
1 20 26
1 20 27
2 20 28
2 20 29
1 20 30
1 20 31
1 20 32
2 20 33
1 20 34
2 20 35
2 20 36
1 20 37
2 20 38
1 20 39
1 20 40
1 20 42
1 20 43
1 20 44
1 20 45
2 20 46
1 20 47
2 20 48
1 20 49
1 20 50
2 20 51
2 20 52
2 20 53
2 20 54
2 20 55
1 20 56
1 20 57
1 20 58
1 20 59
2 20 60
2 20 61
1 20 62
2 20 63
1 20 64
2 20 65
2 20 66
2 20 67
1 20 68
1 20 69
2 20 70
1 20 71
1 20 72
2 20 73
1 20 74
1 20 75
2 20 76
1 20 77
1 20 78
2 20 79
1 20 80
1 20 81
1 20 82
2 20 83
2 20 84
2 20 85
2 20 86
2 20 87
2 20 88
2 20 89
2 20 90
1 20 91
1 20 92
2 20 93
2 20 94
1 20 95
2 20 96
2 20 98
1 20 99
2 20 100
2 20 101
2 20 102
1 20 103
2 20 104
1 20 105
1 20 106
2 20 107
1 20 108
1 20 109
2 20 110
2 20 111
2 20 112
2 20 113
2 20 114
1 20 115
2 20 116
1 20 117
2 20 118
1 20 119
1 20 120
1 21 22
1 21 23
1 21 24
2 21 25
2 21 26
1 21 27
2 21 28
1 21 29
2 21 30
2 21 31
1 21 32
1 21 33
1 21 34
1 21 35
2 21 36
2 21 37
1 21 38
1 21 39
2 21 40
2 21 41
2 21 42
1 21 43
1 21 44
1 21 45
2 21 46
1 21 47
2 21 48
2 21 49
1 21 50
1 21 51
2 21 52
1 21 53
1 21 54
1 21 55
2 21 57
2 21 58
1 21 59
2 21 60
1 21 62
2 21 63
1 21 64
1 21 65
2 21 66
2 21 67
1 21 68
1 21 69
1 21 70
1 21 71
1 21 72
2 21 73
2 21 74
2 21 75
2 21 76
2 21 77
2 21 78
1 21 79
1 21 80
2 21 81
2 21 82
